StudyName,StudyId,DeviceId,SensorId,Time,Accx,Accy,Accz
will-left,0,0,0,2016-03-18 15:33:07.985,-0.06274414,0.37817383,0.92700195
will-left,0,0,0,2016-03-18 15:33:08.016,-0.0690918,0.37939453,0.9267578
will-left,0,0,0,2016-03-18 15:33:08.067,-0.07299805,0.38330078,0.92578125
will-left,0,0,0,2016-03-18 15:33:08.095,-0.07324219,0.38208008,0.9223633
will-left,0,0,0,2016-03-18 15:33:08.131,-0.072753906,0.3774414,0.9272461
will-left,0,0,0,2016-03-18 15:33:08.167,-0.07324219,0.37963867,0.9277344
will-left,0,0,0,2016-03-18 15:33:08.180,-0.068359375,0.38549805,0.92333984
will-left,0,0,0,2016-03-18 15:33:08.217,-0.06640625,0.38598633,0.93115234
will-left,0,0,0,2016-03-18 15:33:08.267,-0.07519531,0.38916016,0.9243164
will-left,0,0,0,2016-03-18 15:33:08.281,-0.1081543,0.37841797,0.923584
will-left,0,0,0,2016-03-18 15:33:08.319,-0.064697266,0.37451172,0.94384766
will-left,0,0,0,2016-03-18 15:33:08.336,-0.087646484,0.3503418,0.9379883
will-left,0,0,0,2016-03-18 15:33:08.366,-0.06762695,0.35888672,0.92407227
will-left,0,0,0,2016-03-18 15:33:08.416,-0.10253906,0.40356445,0.9177246
will-left,0,0,0,2016-03-18 15:33:08.441,-0.055664063,0.40185547,0.9333496
will-left,0,0,0,2016-03-18 15:33:08.467,-0.107666016,0.42749023,0.93896484
will-left,0,0,0,2016-03-18 15:33:08.517,-0.060302734,0.3803711,0.9482422
will-left,0,0,0,2016-03-18 15:33:08.537,-0.13574219,0.38110352,0.9296875
will-left,0,0,0,2016-03-18 15:33:08.568,-0.10058594,0.36791992,0.9172363
will-left,0,0,0,2016-03-18 15:33:08.617,-0.110839844,0.35180664,0.9152832
will-left,0,0,0,2016-03-18 15:33:08.644,-0.123535156,0.3161621,0.91308594
will-left,0,0,0,2016-03-18 15:33:08.666,-0.109375,0.33203125,0.9260254
will-left,0,0,0,2016-03-18 15:33:08.698,-0.13647461,0.31689453,0.92944336
will-left,0,0,0,2016-03-18 15:33:08.742,-0.13232422,0.33398438,0.92456055
will-left,0,0,0,2016-03-18 15:33:08.767,-0.14526367,0.37060547,0.92993164
will-left,0,0,0,2016-03-18 15:33:08.817,-0.114990234,0.34985352,0.9316406
will-left,0,0,0,2016-03-18 15:33:08.842,-0.1262207,0.32592773,0.93530273
will-left,0,0,0,2016-03-18 15:33:08.868,-0.11279297,0.3486328,0.94091797
will-left,0,0,0,2016-03-18 15:33:08.926,-0.07910156,0.34643555,0.93115234
will-left,0,0,0,2016-03-18 15:33:08.945,-0.107910156,0.33276367,0.9453125
will-left,0,0,0,2016-03-18 15:33:08.983,-0.09814453,0.3095703,0.9345703
will-left,0,0,0,2016-03-18 15:33:09.017,-0.122558594,0.3215332,0.9362793
will-left,0,0,0,2016-03-18 15:33:09.036,-0.08325195,0.3071289,0.9382324
will-left,0,0,0,2016-03-18 15:33:09.068,-0.11279297,0.3527832,0.9526367
will-left,0,0,0,2016-03-18 15:33:09.098,-0.25683594,0.38085938,0.93481445
